id,component_id,name,unit,min_value,max_value,current_value,set_value,created_at,updated_at,show_in_graph,is_writable,modbus_address,modbus_type,data_type,show_in_ui,component_name
d8a13ead-e9d2-45e4-acf1-c59701cbb84a,8b26848e-74d2-4af9-9c76-7f5481cd4d61,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.775552+00,false,true,,,,false,precursor 5
db6d1da3-6517-4412-ae99-0023a3d5a8e8,f071d4ad-70f8-460d-8b51-be4d8834c917,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.725964+00,false,true,,,,false,Frontend Heater
dd6e2e4f-e72f-4bde-9a74-d252ee7eb487,3392d426-5c17-4106-8877-c6d1e1ffbfc7,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.202549+00,false,true,,,,true,Precursor 6
dfd2c25d-72ca-4bfe-b795-1f210d0f7925,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,temperature_set,°C,0,1000,25,26,2025-04-21 15:24:16.041814+00,2025-05-01 15:55:37.132421+00,false,true,,,,true,Champer Heater
e00b0f66-3c05-48a1-8318-f7d1da5f628e,73517548-14c3-4607-8acb-155bfa92eb1a,temperature_read,°C,0,250,25.1348920936166,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.946222+00,false,false,,,,true,Precursor 1
e4464c5a-cc47-4b8e-95f0-d0c5c969270c,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,scale_min,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.676761+00,false,true,,,,false,Pressure Gauge 2
e5001e41-7b4e-4afd-aa78-3f862be12f0a,32419eab-9a27-4eea-852f-52dd669dbb10,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.063892+00,false,true,,,,true,Exhaust Gate Valve
e7ba1c3e-6a3d-4fd9-a07f-0976bd4df4cc,f071d4ad-70f8-460d-8b51-be4d8834c917,temp_max_limit,°C,0,1000,1000,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.109586+00,false,true,,,,false,Frontend Heater
ebf3ad52-593e-433d-92a0-d47048446b35,8b26848e-74d2-4af9-9c76-7f5481cd4d61,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.728179+00,false,true,,,,false,precursor 5
efe5d5a2-fb6f-46af-8629-b7b2f478d80d,de2a8d6b-0668-4479-b2a6-65efb8d3c6d4,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.528329+00,false,false,,,,false,Champer Heater
f0f903cd-5ad8-484a-8ec2-cc9d992b8b56,3392d426-5c17-4106-8877-c6d1e1ffbfc7,temperature_read,°C,0,250,25.0401879545678,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.250362+00,false,false,,,,true,Precursor 6
f322b952-b942-4365-896b-0faa093385be,8b26848e-74d2-4af9-9c76-7f5481cd4d61,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.915215+00,false,true,,,,false,precursor 5
f4a5ae09-a244-4419-887d-37ceeb17a347,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.205655+00,false,true,,,,false,Precursor 4
f90fae9a-d297-4d85-b170-2f157e716432,a6ce50d1-41a4-4130-b91c-8cf0ce577d5a,temperature_read,°C,0,250,25.0401879545678,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:32.77716+00,false,false,,,,true,precursor 2
fb6c47f7-ad12-47a8-94c4-b42311f001ab,f071d4ad-70f8-460d-8b51-be4d8834c917,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:39.673973+00,false,true,,,,true,Frontend Heater
fc68de5c-d649-47e1-ace8-9f0245be03a2,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,temperature_read,°C,0,250,25.0401879545678,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.018504+00,false,false,,,,true,Precursor 4
fe443faf-947c-4d15-a5b8-959891cf0930,8ff04295-e3ae-4c31-b503-565904665815,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.52326+00,false,true,,,,true,Valve 5
ffea2ebf-7bc4-4d6a-a66d-be6e70819b17,12060510-4656-4d66-858b-32dc3a12132f,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.441661+00,false,true,,,,false,Precursor 3
